#	技能升级表									
#	Id		HeroType	SkillIndex	SkillLevel	CoinCost	CostEXP	RequiresHeroStarLevel	RequiresHeroLevel	MightParam
#	int		int	int	int	int	int	int	int	int
#	技能编号	策划备注	英雄编号	技能索引	技能等级	金币消耗	升级需要经验	需求英雄星级	需求英雄等级	战斗力参数
	1020601	狮心王技能2lv1	3	2	1	150	2000	0	10	10
	1020602	狮心王技能2lv2	3	2	2	1800	7000	0	10	10
	1020603	狮心王技能2lv3	3	2	3	6823	15000	0	10	10
	1020604	狮心王技能2lv4	3	2	4	21000	40000	0	10	10
	1020605	狮心王技能2lv5	3	2	5	68888	99999	0	10	10
	1020701	狮心王技能3lv1	3	3	1	1000	2000	3	15	10
	1020702	狮心王技能3lv2	3	3	2	5000	7000	3	15	10
	1020703	狮心王技能3lv3	3	3	3	12000	15000	3	15	10
	1020704	狮心王技能3lv4	3	3	4	30000	40000	3	15	10
	1020705	狮心王技能3lv5	3	3	5	89999	99999	3	15	10
	1020801	狮心王技能4lv1	3	9	1	1000	2000	0	0	10
	1020802	狮心王技能4lv2	3	9	2	5000	7000	0	0	10
	1020803	狮心王技能4lv3	3	9	3	12000	15000	0	0	10
	1020804	狮心王技能4lv4	3	9	4	30000	40000	0	0	10
	1020805	狮心王技能4lv5	3	9	5	89999	99999	0	0	10
	1030101	卡特琳娜连续技第1击lv1	4	0	1	100	1000	0	0	10
	1030102	卡特琳娜连续技第1击lv2	4	0	2	1000	5000	0	0	10
	1030103	卡特琳娜连续技第1击lv3	4	0	3	5000	12000	0	0	10
	1030104	卡特琳娜连续技第1击lv4	4	0	4	18888	30000	0	0	10
	1030105	卡特琳娜连续技第1击lv5	4	0	5	66666	80000	0	0	10
	1030501	卡特琳娜技能1lv1	4	1	1	150	1000	0	0	10
	1030502	卡特琳娜技能1lv2	4	1	2	1800	5000	0	0	10
	1030503	卡特琳娜技能1lv3	4	1	3	6823	12000	0	0	10
	1030504	卡特琳娜技能1lv4	4	1	4	21000	30000	0	0	10
	1030505	卡特琳娜技能1lv5	4	1	5	68888	80000	0	0	10
	1030601	卡特琳娜技能2lv1	4	3	1	150	2000	0	10	10
	1030602	卡特琳娜技能2lv2	4	3	2	1800	7000	0	10	10
	1030603	卡特琳娜技能2lv3	4	3	3	6823	15000	0	10	10
	1030604	卡特琳娜技能2lv4	4	3	4	21000	40000	0	10	10
	1030605	卡特琳娜技能2lv5	4	3	5	68888	99999	0	10	10
	1030701	卡特琳娜技能3lv1	4	2	1	1000	2000	3	15	10
	1030702	卡特琳娜技能3lv2	4	2	2	5000	7000	3	15	10
	1030703	卡特琳娜技能3lv3	4	2	3	12000	15000	3	15	10
	1030704	卡特琳娜技能3lv4	4	2	4	30000	40000	3	15	10
	1030705	卡特琳娜技能3lv5	4	2	5	89999	99999	3	15	10
	1030801	卡特琳娜技能4lv1	4	9	1	1000	2000	0	0	10
	1030802	卡特琳娜技能4lv2	4	9	2	5000	7000	0	0	10
	1030803	卡特琳娜技能4lv3	4	9	3	12000	15000	0	0	10
	1030804	卡特琳娜技能4lv4	4	9	4	30000	40000	0	0	10
	1030805	卡特琳娜技能4lv5	4	9	5	89999	99999	0	0	10
	1038801	卡特琳娜闪避lv1	4	4	1	10000	1000	0	0	10
	1040101	梅林连续技第1击lv1	5	0	1	100	1000	0	0	10
	1040102	梅林连续技第1击lv2	5	0	2	1000	5000	0	0	10
	1040103	梅林连续技第1击lv3	5	0	3	5000	12000	0	0	10
	1040104	梅林连续技第1击lv4	5	0	4	18888	30000	0	0	10
	1040105	梅林连续技第1击lv5	5	0	5	66666	80000	0	0	10
	1040501	梅林技能1lv1	5	1	1	150	1000	0	0	10
	1040502	梅林技能1lv2	5	1	2	1800	5000	0	0	10
	1040503	梅林技能1lv3	5	1	3	6823	12000	0	0	10
	1040504	梅林技能1lv4	5	1	4	21000	30000	0	0	10
	1040505	梅林技能1lv5	5	1	5	68888	80000	0	0	10
	1040601	梅林技能2lv1	5	2	1	150	2000	0	10	10
	1040602	梅林技能2lv2	5	2	2	1800	7000	0	10	10
	1040603	梅林技能2lv3	5	2	3	6823	15000	0	10	10
	1040604	梅林技能2lv4	5	2	4	21000	40000	0	10	10
	1040605	梅林技能2lv5	5	2	5	68888	99999	0	10	10
	1040701	梅林技能3lv1	5	3	1	1000	2000	3	15	10
	1040702	梅林技能3lv2	5	3	2	5000	7000	3	15	10
	1040703	梅林技能3lv3	5	3	3	12000	15000	3	15	10
	1040704	梅林技能3lv4	5	3	4	30000	40000	3	15	10
	1040705	梅林技能3lv5	5	3	5	89999	99999	3	15	10
	1040801	梅林技能4lv1	5	9	1	1000	2000	0	0	10
	1040802	梅林技能4lv2	5	9	2	5000	7000	0	0	10
	1040803	梅林技能4lv3	5	9	3	12000	15000	0	0	10
	1040804	梅林技能4lv4	5	9	4	30000	40000	0	0	10
	1040805	梅林技能4lv5	5	9	5	89999	99999	0	0	10
	1048801	梅林闪避技能	5	4	1	10000	1000	0	0	10
	1050101	凯撒连续技第1击lv1	6	0	1	100	1000	0	0	10
	1050102	凯撒连续技第1击lv2	6	0	2	1000	5000	0	0	10
	1050103	凯撒连续技第1击lv3	6	0	3	5000	12000	0	0	10
	1050104	凯撒连续技第1击lv4	6	0	4	18888	30000	0	0	10
	1050105	凯撒连续技第1击lv5	6	0	5	66666	80000	0	0	10
	1050601	凯撒技能1lv1	6	1	1	150	1000	0	0	10
	1050602	凯撒技能1lv2	6	1	2	1800	5000	0	0	10
	1050603	凯撒技能1lv3	6	1	3	6823	12000	0	0	10
	1050604	凯撒技能1lv4	6	1	4	21000	30000	0	0	10
	1050605	凯撒技能1lv5	6	1	5	68888	80000	0	0	10
	1050701	凯撒技能2lv1	6	2	1	150	2000	0	10	10
	1050702	凯撒技能2lv2	6	2	2	1800	7000	0	10	10
	1050703	凯撒技能2lv3	6	2	3	6823	15000	0	10	10
	1050704	凯撒技能2lv4	6	2	4	21000	40000	0	10	10
	1050705	凯撒技能2lv5	6	2	5	68888	99999	0	10	10
	1050801	凯撒技能3lv1	6	3	1	1000	2000	3	15	10
	1050802	凯撒技能3lv2	6	3	2	5000	7000	3	15	10
	1050803	凯撒技能3lv3	6	3	3	12000	15000	3	15	10
	1050804	凯撒技能3lv4	6	3	4	30000	40000	3	15	10
	1050805	凯撒技能3lv5	6	3	5	89999	99999	3	15	10
	1050901	凯撒技能4lv1	6	9	1	1000	2000	0	0	10
	1050902	凯撒技能4lv2	6	9	2	5000	7000	0	0	10
	1050903	凯撒技能4lv3	6	9	3	12000	15000	0	0	10
	1050904	凯撒技能4lv4	6	9	4	30000	40000	0	0	10
	1050905	凯撒技能4lv5	6	9	5	89999	99999	0	0	10
	1060101	黑胡子连续技第1击lv1	7	0	1	100	1000	0	0	10
	1060102	黑胡子连续技第1击lv2	7	0	2	1000	5000	0	0	10
	1060103	黑胡子连续技第1击lv3	7	0	3	5000	12000	0	0	10
	1060104	黑胡子连续技第1击lv4	7	0	4	18888	30000	0	0	10
	1060105	黑胡子连续技第1击lv5	7	0	5	66666	80000	0	0	10
	1060501	黑胡子技能1lv1	7	1	1	150	1000	0	0	10
	1060502	黑胡子技能1lv2	7	1	2	1800	5000	0	0	10
	1060503	黑胡子技能1lv3	7	1	3	6823	12000	0	0	10
	1060504	黑胡子技能1lv4	7	1	4	21000	30000	0	0	10
	1060505	黑胡子技能1lv5	7	1	5	68888	80000	0	0	10
	1060601	黑胡子技能2lv1	7	2	1	150	2000	0	10	10
	1060602	黑胡子技能2lv2	7	2	2	1800	7000	0	10	10
	1060603	黑胡子技能2lv3	7	2	3	6823	15000	0	10	10
	1060604	黑胡子技能2lv4	7	2	4	21000	40000	0	10	10
	1060605	黑胡子技能2lv5	7	2	5	68888	99999	0	10	10
	1060701	黑胡子技能3lv1	7	3	1	1000	2000	3	15	10
	1060702	黑胡子技能3lv2	7	3	2	5000	7000	3	15	10
	1060703	黑胡子技能3lv3	7	3	3	12000	15000	3	15	10
	1060704	黑胡子技能3lv4	7	3	4	30000	40000	3	15	10
	1060705	黑胡子技能3lv5	7	3	5	89999	99999	3	15	10
	1060801	黑胡子技能4lv1	7	9	1	1000	2000	0	0	10
	1060802	黑胡子技能4lv2	7	9	2	5000	7000	0	0	10
	1060803	黑胡子技能4lv3	7	9	3	12000	15000	0	0	10
	1060804	黑胡子技能4lv4	7	9	4	30000	40000	0	0	10
	1060805	黑胡子技能4lv5	7	9	5	89999	99999	0	0	10
	1070101	链球男连续技第1击lv1	8	0	1	100	1000	0	0	10
	1070102	链球男连续技第1击lv2	8	0	2	1000	5000	0	0	10
	1070103	链球男连续技第1击lv3	8	0	3	5000	12000	0	0	10
	1070104	链球男连续技第1击lv4	8	0	4	18888	30000	0	0	10
	1070105	链球男连续技第1击lv5	8	0	5	66666	80000	0	0	10
	1070601	链球男王技能1踢球lv1	8	1	1	150	1000	0	0	10
	1070602	链球男王技能1踢球lv2	8	1	2	1800	5000	0	0	10
	1070603	链球男王技能1踢球lv3	8	1	3	6823	12000	0	0	10
	1070604	链球男王技能1踢球lv4	8	1	4	21000	30000	0	0	10
	1070605	链球男王技能1踢球lv5	8	1	5	68888	80000	0	0	10
	1070701	链球男王技能2球砸地lv1	8	2	1	150	2000	0	10	10
	1070702	链球男王技能2球砸地lv2	8	2	2	1800	7000	0	10	10
	1070703	链球男王技能2球砸地lv3	8	2	3	6823	15000	0	10	10
	1070704	链球男王技能2球砸地lv4	8	2	4	21000	40000	0	10	10
	1070705	链球男王技能2球砸地lv5	8	2	5	68888	99999	0	10	10
	1070801	链球男王技能3抡球lv1	8	3	1	1000	2000	3	15	10
	1070802	链球男王技能3抡球lv2	8	3	2	5000	7000	3	15	10
	1070803	链球男王技能3抡球lv3	8	3	3	12000	15000	3	15	10
	1070804	链球男王技能3抡球lv4	8	3	4	30000	40000	3	15	10
	1070805	链球男王技能3抡球lv5	8	3	5	89999	99999	3	15	10
	1070901	链球男王切换技lv1	8	9	1	1000	2000	0	0	10
	1070902	链球男王切换技lv2	8	9	2	5000	7000	0	0	10
	1070903	链球男王切换技lv3	8	9	3	12000	15000	0	0	10
	1070904	链球男王切换技lv4	8	9	4	30000	40000	0	0	10
	1070905	链球男王切换技lv5	8	9	5	89999	99999	0	0	10
	1078801	链球男王闪避	8	4	1	10000	1000	0	0	10
	1080101	小萝莉连续技第1击lv1	9	0	1	100	1000	0	0	10
	1080102	小萝莉连续技第1击lv2	9	0	2	1000	5000	0	0	10
	1080103	小萝莉连续技第1击lv3	9	0	3	5000	12000	0	0	10
	1080104	小萝莉连续技第1击lv4	9	0	4	18888	30000	0	0	10
	1080105	小萝莉连续技第1击lv5	9	0	5	66666	80000	0	0	10
	1080501	小萝莉技能1lv1	9	1	1	150	1000	0	0	10
	1080502	小萝莉技能1lv2	9	1	2	1800	5000	0	0	10
	1080503	小萝莉技能1lv3	9	1	3	6823	12000	0	0	10
	1080504	小萝莉技能1lv4	9	1	4	21000	30000	0	0	10
	1080505	小萝莉技能1lv5	9	1	5	68888	80000	0	0	10
	1080601	小萝莉技能2lv1	9	2	1	150	2000	0	10	10
	1080602	小萝莉技能2lv2	9	2	2	1800	7000	0	10	10
	1080603	小萝莉技能2lv3	9	2	3	6823	15000	0	10	10
	1080604	小萝莉技能2lv4	9	2	4	21000	40000	0	10	10
	1080605	小萝莉技能2lv5	9	2	5	68888	99999	0	10	10
	1080701	小萝莉技能3lv1	9	3	1	1000	2000	3	15	10
	1080702	小萝莉技能3lv2	9	3	2	5000	7000	3	15	10
	1080703	小萝莉技能3lv3	9	3	3	12000	15000	3	15	10
	1080704	小萝莉技能3lv4	9	3	4	30000	40000	3	15	10
	1080705	小萝莉技能3lv5	9	3	5	89999	99999	3	15	10
	1080801	小萝莉技能4lv1	9	9	1	1000	2000	0	0	10
	1080802	小萝莉技能4lv2	9	9	2	5000	7000	0	0	10
	1080803	小萝莉技能4lv3	9	9	3	12000	15000	0	0	10
	1080804	小萝莉技能4lv4	9	9	4	30000	40000	0	0	10
	1080805	小萝莉技能4lv5	9	9	5	89999	99999	0	0	10
	1088801	小萝莉闪避lv1	9	4	1	10000	1000	0	0	10
	1090101	血腥玛丽连续技第1击lv1	10	0	1	100	1000	0	0	10
	1090102	血腥玛丽连续技第1击lv2	10	0	2	1000	5000	0	0	10
	1090103	血腥玛丽连续技第1击lv3	10	0	3	5000	12000	0	0	10
	1090104	血腥玛丽连续技第1击lv4	10	0	4	18888	30000	0	0	10
	1090105	血腥玛丽连续技第1击lv5	10	0	5	66666	80000	0	0	10
	1090501	血腥玛丽技能1lv1	10	1	1	150	1000	0	0	10
	1090502	血腥玛丽技能1lv2	10	1	2	1800	5000	0	0	10
	1090503	血腥玛丽技能1lv3	10	1	3	6823	12000	0	0	10
	1090504	血腥玛丽技能1lv4	10	1	4	21000	30000	0	0	10
	1090505	血腥玛丽技能1lv5	10	1	5	68888	80000	0	0	10
	1090601	血腥玛丽技能2lv1	10	2	1	150	2000	0	10	10
	1090602	血腥玛丽技能2lv2	10	2	2	1800	7000	0	10	10
	1090603	血腥玛丽技能2lv3	10	2	3	6823	15000	0	10	10
	1090604	血腥玛丽技能2lv4	10	2	4	21000	40000	0	10	10
	1090605	血腥玛丽技能2lv5	10	2	5	68888	99999	0	10	10
	1090701	血腥玛丽技能3lv1	10	3	1	1000	2000	3	15	10
	1090702	血腥玛丽技能3lv2	10	3	2	5000	7000	3	15	10
	1090703	血腥玛丽技能3lv3	10	3	3	12000	15000	3	15	10
	1090704	血腥玛丽技能3lv4	10	3	4	30000	40000	3	15	10
	1090705	血腥玛丽技能3lv5	10	3	5	89999	99999	3	15	10
	1090801	血腥玛丽技能4lv1	10	9	1	1000	2000	0	0	10
	1090802	血腥玛丽技能4lv2	10	9	2	5000	7000	0	0	10
	1090803	血腥玛丽技能4lv3	10	9	3	12000	15000	0	0	10
	1090804	血腥玛丽技能4lv4	10	9	4	30000	40000	0	0	10
	1090805	血腥玛丽技能4lv5	10	9	5	89999	99999	0	0	10
	1100101	贞德连续技第1击lv1	11	0	1	100	1000	0	0	10
	1100102	贞德连续技第1击lv2	11	0	2	1000	5000	0	0	10
	1100103	贞德连续技第1击lv3	11	0	3	5000	12000	0	0	10
	1100104	贞德连续技第1击lv4	11	0	4	18888	30000	0	0	10
	1100105	贞德连续技第1击lv5	11	0	5	66666	80000	0	0	10
	1100601	贞德技能2lv1	11	1	1	150	1000	0	0	10
	1100602	贞德技能2lv2	11	1	2	1800	5000	0	0	10
	1100603	贞德技能2lv3	11	1	3	6823	12000	0	0	10
	1100604	贞德技能2lv4	11	1	4	21000	30000	0	0	10
	1100605	贞德技能2lv5	11	1	5	68888	80000	0	0	10
	1100701	贞德技能3lv1	11	2	1	150	2000	0	10	10
	1100702	贞德技能3lv2	11	2	2	1800	7000	0	10	10
	1100703	贞德技能3lv3	11	2	3	6823	15000	0	10	10
	1100704	贞德技能3lv4	11	2	4	21000	40000	0	10	10
	1100705	贞德技能3lv5	11	2	5	68888	99999	0	10	10
	1100801	贞德技能4lv1	11	3	1	1000	2000	3	15	10
	1100802	贞德技能4lv2	11	3	2	5000	7000	3	15	10
	1100803	贞德技能4lv3	11	3	3	12000	15000	3	15	10
	1100804	贞德技能4lv4	11	3	4	30000	40000	3	15	10
	1100805	贞德技能4lv5	11	3	5	89999	99999	3	15	10
	1100901	贞德技能4lv1	11	9	1	1000	2000	0	0	10
	1100902	贞德技能4lv2	11	9	2	5000	7000	0	0	10
	1100903	贞德技能4lv3	11	9	3	12000	15000	0	0	10
	1100904	贞德技能4lv4	11	9	4	30000	40000	0	0	10
	1100905	贞德技能4lv5	11	9	5	89999	99999	0	0	10
	1110101	杰克连续技第1击lv1	12	0	1	100	1000	0	0	10
	1110102	杰克连续技第1击lv2	12	0	2	1000	5000	0	0	10
	1110103	杰克连续技第1击lv3	12	0	3	5000	12000	0	0	10
	1110104	杰克连续技第1击lv4	12	0	4	18888	30000	0	0	10
	1110105	杰克连续技第1击lv5	12	0	5	66666	80000	0	0	10
	1110601	杰克技能1lv1	12	1	1	150	1000	0	0	10
	1110602	杰克技能1lv2	12	1	2	1800	5000	0	0	10
	1110603	杰克技能1lv3	12	1	3	6823	12000	0	0	10
	1110604	杰克技能1lv4	12	1	4	21000	30000	0	0	10
	1110605	杰克技能1lv5	12	1	5	68888	80000	0	0	10
	1110701	杰克技能2lv1	12	2	1	150	2000	0	10	10
	1110702	杰克技能2lv2	12	2	2	1800	7000	0	10	10
	1110703	杰克技能2lv3	12	2	3	6823	15000	0	10	10
	1110704	杰克技能2lv4	12	2	4	21000	40000	0	10	10
	1110705	杰克技能2lv5	12	2	5	68888	99999	0	10	10
	1110801	杰克技能3进入恶魔形态lv1	12	3	1	1000	2000	3	15	10
	1110802	杰克技能3进入恶魔形态lv2	12	3	2	5000	7000	3	15	10
	1110803	杰克技能3进入恶魔形态lv3	12	3	3	12000	15000	3	15	10
	1110804	杰克技能3进入恶魔形态lv4	12	3	4	30000	40000	3	15	10
	1110805	杰克技能3进入恶魔形态lv5	12	3	5	89999	99999	3	15	10
	1110901	杰克技能4lv1	12	9	1	1000	2000	0	0	10
	1110902	杰克技能4lv2	12	9	2	5000	7000	0	0	10
	1110903	杰克技能4lv3	12	9	3	12000	15000	0	0	10
	1110904	杰克技能4lv4	12	9	4	30000	40000	0	0	10
	1110905	杰克技能4lv5	12	9	5	89999	99999	0	0	10
	1120101	达芬奇连续技第1击lv1	13	0	1	100	1000	0	0	10
	1120102	达芬奇连续技第1击lv2	13	0	2	1000	5000	0	0	10
	1120103	达芬奇连续技第1击lv3	13	0	3	5000	12000	0	0	10
	1120104	达芬奇连续技第1击lv4	13	0	4	18888	30000	0	0	10
	1120105	达芬奇连续技第1击lv5	13	0	5	66666	80000	0	0	10
	1120601	达芬奇技能1lv1	13	1	1	150	1000	0	0	10
	1120602	达芬奇技能1lv2	13	1	2	1800	5000	0	0	10
	1120603	达芬奇技能1lv3	13	1	3	6823	12000	0	0	10
	1120604	达芬奇技能1lv4	13	1	4	21000	30000	0	0	10
	1120605	达芬奇技能1lv5	13	1	5	68888	80000	0	0	10
	1120701	达芬奇技能2lv1	13	2	1	150	2000	0	10	10
	1120702	达芬奇技能2lv2	13	2	2	1800	7000	0	10	10
	1120703	达芬奇技能2lv3	13	2	3	6823	15000	0	10	10
	1120704	达芬奇技能2lv4	13	2	4	21000	40000	0	10	10
	1120705	达芬奇技能2lv5	13	2	5	68888	99999	0	10	10
	1120801	达芬奇技能3lv1	13	3	1	1000	2000	3	15	10
	1120802	达芬奇技能3lv2	13	3	2	5000	7000	3	15	10
	1120803	达芬奇技能3lv3	13	3	3	12000	15000	3	15	10
	1120804	达芬奇技能3lv4	13	3	4	30000	40000	3	15	10
	1120805	达芬奇技能3lv5	13	3	5	89999	99999	3	15	10
	1120901	达芬奇切换技lv1	13	9	1	1000	2000	0	0	10
	1120902	达芬奇切换技lv2	13	9	2	5000	7000	0	0	10
	1120903	达芬奇切换技lv3	13	9	3	12000	15000	0	0	10
	1120904	达芬奇切换技lv4	13	9	4	30000	40000	0	0	10
	1120905	达芬奇切换技lv5	13	9	5	89999	99999	0	0	10
	1128801	达芬奇闪避	13	4	1	10000	1000	0	0	10
	1140101	克娄巴特拉连续技第1击lv1	15	0	1	100	1000	0	0	10
	1140102	克娄巴特拉连续技第1击lv2	15	0	2	1000	5000	0	0	10
	1140103	克娄巴特拉连续技第1击lv3	15	0	3	5000	12000	0	0	10
	1140104	克娄巴特拉连续技第1击lv4	15	0	4	18888	30000	0	0	10
	1140105	克娄巴特拉连续技第1击lv5	15	0	5	66666	80000	0	0	10
	1140601	克娄巴特拉技能1lv1	15	1	1	150	1000	0	0	10
	1140602	克娄巴特拉技能1lv2	15	1	2	1800	5000	0	0	10
	1140603	克娄巴特拉技能1lv3	15	1	3	6823	12000	0	0	10
	1140604	克娄巴特拉技能1lv4	15	1	4	21000	30000	0	0	10
	1140605	克娄巴特拉技能1lv5	15	1	5	68888	80000	0	0	10
	1140701	克娄巴特拉技能2lv1	15	2	1	150	2000	0	10	10
	1140702	克娄巴特拉技能2lv2	15	2	2	1800	7000	0	10	10
	1140703	克娄巴特拉技能2lv3	15	2	3	6823	15000	0	10	10
	1140704	克娄巴特拉技能2lv4	15	2	4	21000	40000	0	10	10
	1140705	克娄巴特拉技能2lv5	15	2	5	68888	99999	0	10	10
	1140801	克娄巴特拉技能3lv1	15	3	1	1000	2000	3	15	10
	1140802	克娄巴特拉技能3lv2	15	3	2	5000	7000	3	15	10
	1140803	克娄巴特拉技能3lv3	15	3	3	12000	15000	3	15	10
	1140804	克娄巴特拉技能3lv4	15	3	4	30000	40000	3	15	10
	1140805	克娄巴特拉技能3lv5	15	3	5	89999	99999	3	15	10
	1140901	克娄巴特拉技能4lv1	15	9	1	1000	2000	0	0	10
	1140902	克娄巴特拉技能4lv2	15	9	2	5000	7000	0	0	10
	1140903	克娄巴特拉技能4lv3	15	9	3	12000	15000	0	0	10
	1140904	克娄巴特拉技能4lv4	15	9	4	30000	40000	0	0	10
	1140905	克娄巴特拉技能4lv5	15	9	5	89999	99999	0	0	10
	1150101	岳飞连续技第1击lv1	16	0	1	100	1000	0	0	10
	1150102	岳飞连续技第1击lv2	16	0	2	1000	5000	0	0	10
	1150103	岳飞连续技第1击lv3	16	0	3	5000	12000	0	0	10
	1150104	岳飞连续技第1击lv4	16	0	4	18888	30000	0	0	10
	1150105	岳飞连续技第1击lv5	16	0	5	66666	80000	0	0	10
	1150601	岳飞技能1lv1	16	1	1	150	1000	0	0	10
	1150602	岳飞技能1lv2	16	1	2	1800	5000	0	0	10
	1150603	岳飞技能1lv3	16	1	3	6823	12000	0	0	10
	1150604	岳飞技能1lv4	16	1	4	21000	30000	0	0	10
	1150605	岳飞技能1lv5	16	1	5	68888	80000	0	0	10
	1150701	岳飞技能2lv1	16	2	1	150	2000	0	10	10
	1150702	岳飞技能2lv2	16	2	2	1800	7000	0	10	10
	1150703	岳飞技能2lv3	16	2	3	6823	15000	0	10	10
	1150704	岳飞技能2lv4	16	2	4	21000	40000	0	10	10
	1150705	岳飞技能2lv5	16	2	5	68888	99999	0	10	10
	1150801	岳飞技能3lv1	16	3	1	1000	2000	3	15	10
	1150802	岳飞技能3lv2	16	3	2	5000	7000	3	15	10
	1150803	岳飞技能3lv3	16	3	3	12000	15000	3	15	10
	1150804	岳飞技能3lv4	16	3	4	30000	40000	3	15	10
	1150805	岳飞技能3lv5	16	3	5	89999	99999	3	15	10
	1150901	岳飞技能4lv1	16	9	1	1000	2000	0	0	10
	1150902	岳飞技能4lv2	16	9	2	5000	7000	0	0	10
	1150903	岳飞技能4lv3	16	9	3	12000	15000	0	0	10
