#	英雄配置表																																															
#	Id		Name	Description	Profession	CharacterId	Scale	IconId	DefaultWeaponSuiteId	DefaultStarLevel	Steady	SteadyRecoverSpeed	SteadyBuffId	DeadDurationBeforeAutoSwitch	AvoidancePriority	CDWhenStart	CDAfterChangeHero	SwitchSkillGroupId	SkillGroupId0	SkillGroupId1	SkillGroupId2	SkillGroupId3	SkillGroupId4	Speed	DamageRandomRate	StarLevelUpItemId	StarFactor1	StarLevelUpItemCount1	StarFactor2	StarLevelUpItemCount2	StarFactor3	StarLevelUpItemCount3	StarFactor4	StarLevelUpItemCount4	StarFactor5	StarLevelUpItemCount5	MaxHPFactor	PhysicalAttackFactor	PhysicalDefenseFactor	MagicAttackFactor	MagicDefenseFactor	AIBehavior	AngerIncreaseRate	CriticalHitProb	CriticalHitRate	FightCharacteristic	ElementId	PortraitTextureId
#	int		string	string	int	int	float	int	int	int	float	float	int	float	int	float	float	int	int	int	int	int	int	float	float	int	float	int	float	int	float	int	float	int	float	int	float	float	float	float	float	string	float	float	float	string	int	int
#	英雄编号	策划备注	英雄名称	英雄描述	职业编号	模型编号	模型缩放比例	头像编号	默认武器套装编号	默认星级	霸体值	霸体值恢复速度	霸体Buff编号	死亡后等待自动切换其他英雄的时间	躲避优先级	初始冷却时间	被切换后冷却时间	切换技能组编号	连续技	技能1	技能2	技能3	技能4	移动速度	伤害浮动比率	英雄升星所需道具编号	一星系数	一星升级所需道具个数	二星系数	二星升级所需道具个数	三星系数	三星升级所需道具个数	四星系数	四星升级所需道具个数	五星系数	五星升级所需道具个数	生命倍率	物理攻击倍率	物理防御倍率	法术攻击倍率	法术防御倍率	AI 行为	怒气上涨率	暴击率	暴击伤害倍数	英雄战斗特点描述	克制属性编号	大头像贴图编号
#	11	贞德	HERO_NAME_110	HERO_DESC_110	1	100	1	111017	10101	1	1000	150	11110	2	50	15	28	11009	11001	11006	11007	11008	11088	5.5	0.05	201401	5	10	6.25	30	7.5	60	9	120	11	240	1.225	1.16	1.03	0	1.03	Characters/HeroKingArthur	0	0.5	0.2	HERO_NAME_100	4	1
#	12	残忍王	HERO_NAME_111	HERO_DESC_111	2	111	1	111001	11201	1	1000	150	11110	2	50	15	28	11109	11101	11106	11107	11108	11109	5.5	0.05	201412	5	10	6.25	30	7.5	60	9	120	11	240	1.225	1.16	1.03	0	1.03	Characters/HeroKingArthur	0	0.5	0.2	HERO_NAME_111	5	12
	13	达芬奇	HERO_NAME_112	HERO_DESC_112	3	112	1	111002	11301	1	1000	150	11110	2	50	15	28	11209	11201	11206	11207	11208	11288	5.5	0.05	201413	5	10	6.25	30	7.5	60	9	120	11	240	1.225	1.16	1.03	0	1.03	Characters/HeroKingArthur	0	0.5	0.2	HERO_NAME_112	3	13
#	14	范海辛	HERO_NAME_113	HERO_DESC_113	4	113	1	111003	11401	1	1000	150	11110	2	50	15	28	11309	11301	11306	11307	11308	11309	5.5	0.05	201414	5	10	6.25	30	7.5	60	9	120	11	240	1.225	0	1.03	1.16	1.03	Characters/HeroKingArthur	0	0.5	0.2	HERO_NAME_113	2	14
#	15	火女	HERO_NAME_114	HERO_DESC_114	5	114	1	111005	11501	1	1000	150	11110	2	50	15	28	11409	11401	11406	11407	11408	11409	5.5	0.05	201415	5	10	6.25	30	7.5	60	9	120	11	240	1.225	0	1.03	1.16	1.03	Characters/HeroKingArthur	0	0.5	0.2	HERO_NAME_114	3	15
	16	岳飞	HERO_NAME_115	HERO_DESC_115	1	115	1	111019	11601	1	1000	150	11110	2	50	15	28	11509	11501	11506	11507	11508	11588	5.5	0.05	201416	5	10	6.25	30	7.5	60	9	120	11	240	1.225	1.16	1.03	0	1.03	Characters/HeroKingArthur	0	0.5	0.2	HERO_NAME_115	2	16
#	17	日本武士	HERO_NAME_116	HERO_DESC_116	2	116	1	111013	11701	1	1000	150	11110	2	50	15	28	11609	11601	11606	11607	11608	11609	5.5	0.05	201417	5	10	6.25	30	7.5	60	9	120	11	240	1.225	0	1.03	1.16	1.03	Characters/HeroKingArthur	0	0.5	0.2	HERO_NAME_116	1	17
#	18	项羽	HERO_NAME_117	HERO_DESC_117	2	106	1	111004	10701	1	1000	150	11110	2	50	15	28	11708	11701	11705	11706	11707	11709	5.5	0.05	201407	5	10	6.25	30	7.5	60	9	120	11	240	1.225	1.16	1.03	0	1.03	Characters/HeroKingArthur	0	0.5	0.2	HERO_NAME_106	1	7
	19	噬毒者	HERO_NAME_118	HERO_DESC_118	4	118	1	111012	11901	1	1000	150	11110	2	50	15	28	11809	11801	11806	11807	11808	11888	5.5	0.05	201419	5	10	6.25	30	7.5	60	9	120	11	240	1.225	0	1.03	1.16	1.03	Characters/HeroKingArthur	0	0.5	0.2	HERO_NAME_118	5	19
#	20	高贵女法师	HERO_NAME_119	HERO_DESC_119	2	106	1	111004	10701	1	1000	150	11110	2	50	15	28	11908	11901	11905	11906	11907	11909	5.5	0.05	201407	5	10	6.25	30	7.5	60	9	120	11	240	1.225	1.16	1.03	0	1.03	Characters/HeroKingArthur	0	0.5	0.2	HERO_NAME_106	2	7
